ID;label;reference_url;filename;iiif_url;image_type;filesys_path
45;Plan d'Anvers;NULL;export(18).jpg;NULL;carrousel;public://export(18).jpg
46;Hommage aux vainqueurs;NULL;litho1.jpg;NULL;carrousel;public://litho1.jpg
47;Le Médecin malgré lui;NULL;export(23).jpg;NULL;carrousel;public://export(23).jpg
48;La Timbale d'argent;NULL;litho2.jpg;NULL;carrousel;public://litho2.jpg
49;La Locomotive, galop brillant;NULL;La_locomotive___galop_brillant_[...]Aguilar_A_btv1b9069424j.jpeg;NULL;carrousel;public://La_locomotive___galop_brillant_[...]Aguilar_A_btv1b9069424j.jpeg
50;Camille Saint-Saëns. Sérénade.;NULL;Sérénade___arrangée_pour_Madame_[...]Saint-Saëns_Camille_bpt6k1161983r.jpeg;NULL;carrousel;public://Sérénade___arrangée_pour_Madame_[...]Saint-Saëns_Camille_bpt6k1161983r.jpeg
51;Les joyeuses commères de Windsor;NULL;Les_joyeuses_commères_de_Windsor_[...]Cramer_Henri_bpt6k3976390.jpeg;NULL;carrousel;public://Les_joyeuses_commères_de_Windsor_[...]Cramer_Henri_bpt6k3976390.jpeg
52;La Capricieuse, valse;NULL;La_capricieuse___valse_de_[...]Barlatier_Albert_btv1b9072070h.jpeg;NULL;carrousel;public://La_capricieuse___valse_de_[...]Barlatier_Albert_btv1b9072070h.jpeg
53;Le roi Carotte;NULL;Le_roi_Carotte___bouquet_[...]Cramer_Henri_bpt6k397720j.jpeg;NULL;carrousel;public://Le_roi_Carotte___bouquet_[...]Cramer_Henri_bpt6k397720j.jpeg
54;Ah ! quell' scie !;NULL;export(20).jpg;NULL;carrousel;public://export(20).jpg
55;La Bataillon des dames;NULL;export(21).jpg;NULL;carrousel;public://export(21).jpg
56;À la foire au pain d'épice;NULL;export(22).jpg;NULL;carrousel;public://export(22).jpg
57;Friquette, polka-mazurka;NULL;Friquette___polka-mazurka_des_Prés_[...]Boullard_Marius_btv1b90796411.jpeg;NULL;carrousel;public://Friquette___polka-mazurka_des_Prés_[...]Boullard_Marius_btv1b90796411.jpeg
58;Vincenzo Bellini;NULL;Vincenzo_Bellini___Antoinette_Asselineau_Asselineau_Antoinette_btv1b84156889_1.jpg;NULL;carrousel;public://Vincenzo_Bellini___Antoinette_Asselineau_Asselineau_Antoinette_btv1b84156889_1.jpg
59;La Revue des peintres. Frontispice.;NULL;Revue_des_peintres___[estampe]_[...]Nanteuil_Célestin_btv1b84512577.jpeg;NULL;carrousel;public://Revue_des_peintres___[estampe]_[...]Nanteuil_Célestin_btv1b84512577.jpeg
60;Le voleur de la montagne;NULL;Le_voleur_de_la_montagne_[...]Nanteuil_Célestin_btv1b8451260q.jpeg;NULL;carrousel;public://Le_voleur_de_la_montagne_[...]Nanteuil_Célestin_btv1b8451260q.jpeg
61;27 juillet : première victime;NULL;export(10).jpg;NULL;carrousel;public://export(10)_0.jpg
62;Charles Plantade;NULL;Charles_Plantade___M_Alophe_Menut_Adolphe_btv1b84236189.jpeg;NULL;carrousel;public://Charles_Plantade___M_Alophe_Menut_Adolphe_btv1b84236189.jpeg
63;Adolphe Nourrit;NULL;Adolphe_Nourrit___LLanta_Llanta_Jacques-François_btv1b8423204w.jpeg;NULL;carrousel;public://Adolphe_Nourrit___LLanta_Llanta_Jacques-François_btv1b8423204w.jpeg
64;Carlotta Grisi;NULL;Carlotta_Grisi___Marie-Alexandre_Alophe__btv1b84206102.jpeg;NULL;carrousel;public://Carlotta_Grisi___Marie-Alexandre_Alophe__btv1b84206102.jpeg
65;La Caricature provisoire;NULL;Le_Mariage_de_Figaro_(Acte_[...]_btv1b8438419v.jpeg;NULL;carrousel;public://Le_Mariage_de_Figaro_(Acte_[...]_btv1b8438419v.jpeg
66;Les coulisses;NULL;Les_coulisses___[estampe]_([État_[...]Gavarni_(1804-1866)_btv1b105073246.jpeg;NULL;carrousel;public://Les_coulisses___[estampe]_([État_[...]Gavarni_(1804-1866)_btv1b105073246.jpeg
67;Robert Macaire libraire;NULL;export(13).jpg;NULL;carrousel;public://export(13)_0.jpg
68;Extrait du catalogue des physiologies;NULL;Physiologie_de_l'homme_à_bonnes_[...]Lemoine_Édouard_btv1b85303198.jpeg;NULL;carrousel;public://Physiologie_de_l'homme_à_bonnes_[...]Lemoine_Édouard_btv1b85303198.jpeg
69;Physiologie du flâneur;NULL;Physiologie_du_flâneur___par_[...]Huart_Louis_bpt6k124722c.jpeg;NULL;carrousel;public://Physiologie_du_flâneur___par_[...]Huart_Louis_bpt6k124722c.jpeg
70;Catalogue de la librairie Aubert, 1842;NULL;Physiologie_de_la_femme_la_[...]Lemoine_Édouard_bpt6k134425t.jpeg;NULL;carrousel;public://Physiologie_de_la_femme_la_[...]Lemoine_Édouard_bpt6k134425t.jpeg
71;Catalogue de la librairie Aubert, 1842;NULL;Physiologie_de_la_femme_la_[...]Lemoine_Édouard_bpt6k134425t(1).jpeg;NULL;carrousel;public://Physiologie_de_la_femme_la_[...]Lemoine_Édouard_bpt6k134425t(1).jpeg
72;Musée Philipon : La reine du chiffre;NULL;La_reine_de_chiffre_ou_[...]Lorentz_Alcide-Joseph_btv1b531176851.jpeg;NULL;carrousel;public://La_reine_de_chiffre_ou_[...]Lorentz_Alcide-Joseph_btv1b531176851.jpeg
73;Comic Almanack;NULL;export(7).jpg;NULL;carrousel;public://export(7)_0.jpg
74;Parodie du Juif errant;NULL;export(14).jpg;NULL;carrousel;public://export(14).jpg
75;Le Peuple a vaincu, ces Messieurs partagent;NULL;export(9).jpg;NULL;carrousel;public://export(9).jpg
76;Félix Pyat;NULL;Félix_Pyat_aux_yeux_du_[...]Benjamin_(1811-1847)_btv1b530153062.jpeg;NULL;carrousel;public://Félix_Pyat_aux_yeux_du_[...]Benjamin_(1811-1847)_btv1b530153062.jpeg
77;Panthéon charivarique, Honoré de Balzac;NULL;Honoré_de_Balzac___[lithogr_[...]Benjamin_(1811-1847)_btv1b84542419.jpeg;NULL;carrousel;public://Honoré_de_Balzac___[lithogr_[...]Benjamin_(1811-1847)_btv1b84542419.jpeg
78;Panthéon Charivarique, Victor Hugo;NULL;export(15).jpg;NULL;carrousel;public://export(15).jpg
79;Panthéon charivarique, Charles Philipon;NULL;Panthéon_charivarique___[estampe]___[...]Benjamin_Roubaud_btv1b10507320d.jpeg;NULL;carrousel;public://Panthéon_charivarique___[estampe]___[...]Benjamin_Roubaud_btv1b10507320d.jpeg
80;Ah! petit polisson...;NULL;export(17).jpg;NULL;carrousel;public://export(17).jpg
81;Abécédaire illustré;NULL;Abécédaire_illustré_par_E_Forest__bpt6k5440276w_1.jpg;NULL;carrousel;public://Abécédaire_illustré_par_E_Forest__bpt6k5440276w_1.jpg
82;Carte d'électeur de Gabriel Aubert  [A. N.];NULL;aubert3.JPG;NULL;carrousel;public://aubert3.JPG
83;Nouvel abécédaire illustré par MM. Daumier...;NULL;Nouvel_abécédaire_illustré_par_MM_[...]_bpt6k5431476m_43.jpeg;NULL;carrousel;public://Nouvel_abécédaire_illustré_par_MM_[...]_bpt6k5431476m_43.jpeg
84;Les fleurs naturelles;NULL;export(3).jpg;NULL;carrousel;public://export(3)_0.jpg
85;Les travaux d'Hercule par G. Doré;NULL;export(4).jpg;NULL;carrousel;public://export(4)_0.jpg
86;Cham, Études sociales;NULL;export(5).jpg;NULL;carrousel;public://export(5).jpg
87;Le Charivari. Ce qu'on appelle les idées nouvelles...;NULL;export(10).jpg;NULL;carrousel;public://export(10).jpg
88;Éteint !!!;NULL;export(11).jpg;NULL;carrousel;public://export(11).jpg
89;Barricade de la rue Saint-Martin;NULL;export(7).jpg;NULL;carrousel;public://export(7).jpg
90;Attaque de la barricade de la porte Saint-Denis;NULL;export(3).jpg;NULL;carrousel;public://export(3)_1.jpg
91;Un ange déchu;NULL;export(6).jpg;NULL;carrousel;public://export(6)_0.jpg
92;Ledru banqueteur...;NULL;export(4).jpg;NULL;carrousel;public://export(4)_1.jpg
93;Le jugement de Pâris;NULL;export(5).jpg;NULL;carrousel;public://export(5)_0.jpg
94;Les représentants représentés : Schoelcher;NULL;export(3).jpg;NULL;carrousel;public://export(3)_2.jpg
95;Les représentants représentés : Hugo;NULL;export(4).jpg;NULL;carrousel;public://export(4)_2.jpg
96;Actualités. Candidature romantico-politique...;NULL;export(6).jpg;NULL;carrousel;public://export(6)_1.jpg
97;Fête funéraire...;NULL;export(5).jpg;NULL;carrousel;public://export(5)_1.jpg
98;Bibliothèque pour rire. Le flâneur;NULL;Le_flâneur___par_Louis_[...]Huart_Louis_bpt6k57306848.jpeg;NULL;carrousel;public://Le_flâneur___par_Louis_[...]Huart_Louis_bpt6k57306848.jpeg
99;Encyclopédie des dames. Prospectus.;NULL;Encyclopédie_des_dames_renfermant_les_[...]Rouget_de_bpt6k62630824.jpeg;NULL;carrousel;public://Encyclopédie_des_dames_renfermant_les_[...]Rouget_de_bpt6k62630824.jpeg
100;Les Drôleries alphabétiques;NULL;Les_Droleries_alphabétiques__bpt6k5807828x_2.jpg;NULL;carrousel;public://Les_Droleries_alphabétiques__bpt6k5807828x_2.jpg
101;Le caractère des animaux. Couverture.;NULL;Conversations_amicales_sur_le_caractère_[...]_bpt6k65098429_1.jpeg;NULL;carrousel;public://Conversations_amicales_sur_le_caractère_[...]_bpt6k65098429_1.jpeg
102;Avis à MM. les porteurs d'eau;NULL;Avis_à_MM_les_porteurs_[...]Soulenq_Auteur_bpt6k5611543h.jpeg;NULL;carrousel;public://Avis_à_MM_les_porteurs_[...]Soulenq_Auteur_bpt6k5611543h.jpeg
103;Lettre d'invitation;NULL;export(19).jpg;NULL;carrousel;public://export(19).jpg
104;Au Peuple;NULL;Au_Peuple_Qui_se_ressemble_[...]_btv1b53017338w.jpeg;NULL;carrousel;public://Au_Peuple_Qui_se_ressemble_[...]_btv1b53017338w.jpeg
105;Carte publicitaire  [Coll. particulière];NULL;IMG_0385.jpg;NULL;carrousel;public://IMG_0385.jpg
106;Le petit Noël. Couverture.;NULL;badoureauPNG.PNG;NULL;carrousel;public://badoureauPNG.PNG
107;A. Mabru, fabricant d'encres;NULL;A_Mabru_fabricant_d'ancres_pour_[...]Badoureau_S_btv1b10213634v.jpeg;NULL;carrousel;public://A_Mabru_fabricant_d'ancres_pour_[...]Badoureau_S_btv1b10213634v.jpeg
108;Bon pour voie de terre;NULL;export(30).jpg;NULL;carrousel;public://export(30).jpg
109;Fiche de renseignements;NULL;export(26).jpg;NULL;carrousel;public://export(26)_1.jpg
110;Exemple d'étiquette anglaise  [A. N. F/18/1730];NULL;bardon.JPG;NULL;carrousel;public://bardon.JPG
111;Carte de la guerre d'Orient;NULL;Guerre_d'Orient__btv1b53136096w.jpeg;NULL;carrousel;public://Guerre_d'Orient__btv1b53136096w.jpeg
112;L'Écrin, 1er décembre 1863;NULL;export(7).jpg;NULL;carrousel;public://export(7)_2.jpg
113;L'Écrin, 15 août 1863;NULL;export(8).jpg;NULL;carrousel;public://export(8)_2.jpg
114;Société des Moyabambines;NULL;export(28).jpg;NULL;carrousel;public://export(28)_0.jpg
115;Les conférences du foyer;NULL;export(27).jpg;NULL;carrousel;public://export(27)_0.jpg
116;L'Union des arts et métiers;NULL;export(6).jpg;NULL;carrousel;public://export(6)_4.jpg
117;Les damnés de Paris;NULL;export(7).jpg;NULL;carrousel;public://export(7)_3.jpg
118;Les misères des enfants trouvés;NULL;export(8).jpg;NULL;carrousel;public://export(8)_3.jpg
119;L'omnibus publie Fleur de Marie;NULL;export(10).jpg;NULL;carrousel;public://export(10)_4.jpg
120;Histoire nationale illustrée;NULL;Histoire_nationale_illustrée_de_la_[...]Gerlier_J_btv1b53015795v.jpeg;NULL;carrousel;public://Histoire_nationale_illustrée_de_la_[...]Gerlier_J_btv1b53015795v.jpeg
121;Éducation et instruction;NULL;export(12).jpg;NULL;carrousel;public://export(12)_2.jpg
122;Les joyeux conteurs;NULL;Les_joyeux_conteurs_la_reine_[...]Gerlier_J_btv1b53015688d.jpeg;NULL;carrousel;public://Les_joyeux_conteurs_la_reine_[...]Gerlier_J_btv1b53015688d.jpeg
123;Les Beaux-Arts illustrés;NULL;Les_Beaux-Arts_illustrés___peinture_[...]Gerlier_J_btv1b53015738q.jpeg;NULL;carrousel;public://Les_Beaux-Arts_illustrés___peinture_[...]Gerlier_J_btv1b53015738q.jpeg
124;Plon Plon, un général de cabinet;NULL;export(6).jpg;NULL;carrousel;public://export(6)_5.jpg
125;Maître Ollivier;NULL;export(7).jpg;NULL;carrousel;public://export(7)_4.jpg
126;Grand arrivage de laids;NULL;export(8).jpg;NULL;carrousel;public://export(8)_4.jpg
127;Théâtre de la Petite Provence;NULL;Théâtre_de_la_petite_Provence_[...]_btv1b53117697b.jpeg;NULL;carrousel;public://Théâtre_de_la_petite_Provence_[...]_btv1b53117697b.jpeg
128;Dock du campement;NULL;Dock_du_campement_et_des_[...]_bpt6k164792r.jpeg;NULL;carrousel;public://Dock_du_campement_et_des_[...]_bpt6k164792r.jpeg
129;Notre Dame de Paris par Victor Hugo. 1876.;NULL;Notre_Dame_de_Paris_par_[...]_btv1b9008650r_1.jpg;NULL;carrousel;public://Notre_Dame_de_Paris_par_[...]_btv1b9008650r_1_0.jpg
130;Au Grand Marché parisien. 1875.;NULL;[Trois]_3_rue_Turbigo_vastes_[...]_btv1b90050033_1.jpg;NULL;carrousel;public://[Trois]_3_rue_Turbigo_vastes_[...]_btv1b90050033_1_0.jpg
131;Au Pauvre Diable. 1876;NULL;Au_Pauvre_Diable_Paris_Robes_[...]_btv1b9005005x_1.jpg;NULL;carrousel;public://Au_Pauvre_Diable_Paris_Robes_[...]_btv1b9005005x_1_0.jpg
132;Schloesing frères . Engrais. 1883.;NULL;Schloesing_frères_Marseille_Engrais_ _[...]_btv1b9004935v_1.jpg;NULL;carrousel;public://Schloesing_frères_Marseille_Engrais_ _[...]_btv1b9004935v_1_0.jpg
133;Prospectus [A. N.];NULL;baudet.JPG;NULL;carrousel;public://baudet.JPG
134;Victor Considerant;NULL;export(13).jpg;NULL;carrousel;public://export(13)_4.jpg
135;Félix Pyat;NULL;export(14).jpg;NULL;carrousel;public://export(14)_2.jpg
136;Cortège funèbre de Mgr le duc d'Orléans;NULL;Cortège_funèbre_de_M_gr_[...]_btv1b53012353r.jpeg;NULL;carrousel;public://Cortège_funèbre_de_M_gr_[...]_btv1b53012353r.jpeg
137;La duchesse de Téba. Impératrice des Français;NULL;La_Duchesse_de_Téba_Comtesse_[...]Baugean_Alexandre_btv1b53019899d.jpeg;NULL;carrousel;public://La_Duchesse_de_Téba_Comtesse_[...]Baugean_Alexandre_btv1b53019899d.jpeg
138;La Bourse;NULL;export(10).jpg;NULL;carrousel;public://export(10)_5.jpg
139;Au bord de l'eau. Couverture de Bertauts.;NULL;Au_bord_de_l'eau___[...]Crémon-Pallas_M_bpt6k397867w.jpeg;NULL;carrousel;public://Au_bord_de_l'eau___[...]Crémon-Pallas_M_bpt6k397867w.jpeg
140;Lucia-Walzer;NULL;Lucia-Walzer___grande_valse_pour_[...]Aznavour_J_btv1b9070797z.jpeg;NULL;carrousel;public://Lucia-Walzer___grande_valse_pour_[...]Aznavour_J_btv1b9070797z.jpeg
141;Bersaglieri-polka;NULL;Bersaglieri-polka___[pour_piano]___[...]Coédès_Auguste_bpt6k396363j.jpeg;NULL;carrousel;public://Bersaglieri-polka___[pour_piano]___[...]Coédès_Auguste_bpt6k396363j.jpeg
142;Zina, valse pour piano;NULL;Zina___valse_pour_piano_[...]Coédès_Auguste_bpt6k396364x.jpeg;NULL;carrousel;public://Zina___valse_pour_piano_[...]Coédès_Auguste_bpt6k396364x.jpeg
143;Adieux de Titi aux Barrières;NULL;export(12).jpg;NULL;carrousel;public://export(12)_3.jpg
144;Le rénégat;NULL;export(9).jpg;NULL;carrousel;public://export(9)_1.jpg
145;Eugénie, impératrice des Français. Lafosse lith. 1864.;NULL;Eugénie_Impératrice_des_Français___[...]Lafosse_Lithographe_btv1b53019789m.jpeg;NULL;carrousel;public://Eugénie_Impératrice_des_Français___[...]Lafosse_Lithographe_btv1b53019789m.jpeg
146;Strasbourg, façade de la cathédrale. Deroy lith.1865.;NULL;Strasbourg_Façade_de_la_Cathédrale_Deroy_Isidore_btv1b102023772.jpeg;NULL;carrousel;public://Strasbourg_Façade_de_la_Cathédrale_Deroy_Isidore_btv1b102023772.jpeg
147;Il Trovatore. Thomas lith. 1866.;NULL;Il_Trovatore___N°3_les_[...]Thomas_Napoléon_btv1b53118188t.jpeg;NULL;carrousel;public://Il_Trovatore___N°3_les_[...]Thomas_Napoléon_btv1b53118188t.jpeg
148;École de dessin;NULL;Ecole_de_dessin___Frères_[...]_bpt6k97983616.jpeg;NULL;carrousel;public://Ecole_de_dessin___Frères_[...]_bpt6k97983616.jpeg
149;Jeune et intéressante personne...;NULL;export(26).jpg;NULL;carrousel;public://export(26)_2.jpg
150;Lamartine, représentant du Peuple;NULL;export(27).jpg;NULL;carrousel;public://export(27)_1.jpg
151;Exil et prison;NULL;export(28).jpg;NULL;carrousel;public://export(28)_1.jpg
152;Le Peuple aux Tuileries;NULL;Le_peuple_aux_Tuileries___[...]Pottin_Henri_btv1b53013580r_1.jpg;NULL;carrousel;public://Le_peuple_aux_Tuileries___[...]Pottin_Henri_btv1b53013580r_1.jpg
153;Louis Napoléon Bonaparte;NULL;export(29).jpg;NULL;carrousel;public://export(29)_0.jpg
154;Le Prince Louis-Napoléon Bonaparte;NULL;export(30).jpg;NULL;carrousel;public://export(30)_0.jpg
155;L'Empereur et l'Impératrice;NULL;LL_M_M_l'Empereur_et_[...]Vallet_Charles_btv1b53019906q_1.jpg;NULL;carrousel;public://LL_M_M_l'Empereur_et_[...]Vallet_Charles_btv1b53019906q_1.jpg
156;La famille impériale;NULL;Famille_impériale___[estampe]__btv1b530224342_1.jpg;NULL;carrousel;public://Famille_impériale___[estampe]__btv1b530224342_1.jpg
157;Un homme de la Réserve;NULL;Un_homme_de_la_Réserve_[...]Bettannier_Joseph_btv1b530204580_1.jpg;NULL;carrousel;public://Un_homme_de_la_Réserve_[...]Bettannier_Joseph_btv1b530204580_1.jpg
158;Prise de Kil-Bouroun;NULL;Prise_de_Kil-Bouroun_par_les_[...]Cicéri_Eugène_btv1b53022120q_1.jpg;NULL;carrousel;public://Prise_de_Kil-Bouroun_par_les_[...]Cicéri_Eugène_btv1b53022120q_1.jpg
159;Folies-Asnières;NULL;Folie_Asnières___[estampe]_Provost_A_btv1b53026362d_1.jpg;NULL;carrousel;public://Folie_Asnières___[estampe]_Provost_A_btv1b53026362d_1.jpg
160;Phaëton emporté dans l'amas de ces noirs tourbillons...;NULL;La_Caricature_morale_politique_et_[...]_bpt6k10485986.jpeg;NULL;carrousel;public://La_Caricature_morale_politique_et_[...]_bpt6k10485986_0.jpeg
161;Abécédaire;NULL;export(3).jpg;NULL;carrousel;public://export(3)_7.jpg
162;Mariage du duc d'Orléans;NULL;export(5).jpg;NULL;carrousel;public://export(5)_7.jpg
163;La Caricature : Amnistie pleine et entière...;NULL;export(6).jpg;NULL;carrousel;public://export(6)_6.jpg
164;L'Humanité comique. L'atelier;NULL;export(7).jpg;NULL;carrousel;public://export(7)_5.jpg
165;Quel saut !   Quels sots !!!;NULL;export(9).jpg;NULL;carrousel;public://export(9)_2.jpg
166;La Caricature. L'étalagiste;NULL;export(13).jpg;NULL;carrousel;public://export(13)_5.jpg
167;Les faux dieux de l'Olympe;NULL;export(14).jpg;NULL;carrousel;public://export(14)_3.jpg
168;Digestion du budget;NULL;export(15).jpg;NULL;carrousel;public://export(15)_3.jpg
169;Le Charenton ministériel;NULL;export(16).jpg;NULL;carrousel;public://export(16)_2.jpg
170;Hydre de l'Anarchie;NULL;export(17).jpg;NULL;carrousel;public://export(17)_2.jpg
171;Obélisque élevé à la gloire d'une révolution......;NULL;export(18).jpg;NULL;carrousel;public://export(18)_1.jpg
172;Réception au Palais des poires;NULL;export(20).jpg;NULL;carrousel;public://export(20)_1.jpg
173;Projet de monument expia-poire à élever...;NULL;export(22).jpg;NULL;carrousel;public://export(22)_1.jpg
174;La Corde du pendu. Costumes...;NULL;export(24).jpg;NULL;carrousel;public://export(24)_1.jpg
175;Les blanchisseurs;NULL;export(25).jpg;NULL;carrousel;public://export(25)_1.jpg
176;Tapir d'Amérique;NULL;[Illustrations_de_Histoire_naturelle_des_[...]Wermer_Dessinateur_btv1b23002980_82.jpg;NULL;carrousel;public://[Illustrations_de_Histoire_naturelle_des_[...]Wermer_Dessinateur_btv1b23002980_82.jpg
