entity_type;bundle;deleted;entity_id;revision_id;language;delta;field_bibliographie_sources_value;field_bibliographie_sources_format
node;imprimeur_lithographe;0;10180;10180;und;0;AN F18 1788 / AP D10 U3 28 n°10257 / AP D11 U3 146AN F18 1788 / AP D10 U3 28 n°10257 / AP D11 U3 146AN F18 1788 / AP D10 U3 28 n°10257 / AP D11 U3 146AN F18 1788 / AP D10 U3 28 n°10257 / AP D11 U3 146AN F18 1788 / AP D10 U3 28 n°10257 / AP D11 U3 146;plain_text
node;imprimeur_lithographe;0;10181;10181;und;0;AN F18 1788 / Bibliographie de la France, XXXIIIe année, 1844, n° 5, p. 60AN F18 1788 / Bibliographie de la France, XXXIIIe année, 1844, n° 5, p. 60AN F18 1788 / Bibliographie de la France, XXXIIIe année, 1844, n° 5, p. 60AN F18 1788 / Bibliographie de la France, XXXIIIe année, 1844, n° 5, p. 60AN F18 1788 / Bibliographie de la France, XXXIIIe année, 1844, n° 5, p. 60;plain_text
node;imprimeur_lithographe;0;10182;10182;und;0;AN F18 1788;plain_text
node;imprimeur_lithographe;0;10183;10183;und;0;Archives de la Seine / D10 U3 21 n°3109, 13 mai 1842 / D10 U3 22 n°4024, 28 août 1843 / D10 U3 31 n° 13236 / D11U3 218 / AN F18 1788Archives de la Seine / D10 U3 21 n°3109, 13 mai 1842 / D10 U3 22 n°4024, 28 août 1843 / D10 U3 31 n° 13236 / D11U3 218 / AN F18 1788Archives de la Seine / D10 U3 21 n°3109, 13 mai 1842 / D10 U3 22 n°4024, 28 août 1843 / D10 U3 31 n° 13236 / D11U3 218 / AN F18 1788Archives de la Seine / D10 U3 21 n°3109, 13 mai 1842 / D10 U3 22 n°4024, 28 août 1843 / D10 U3 31 n° 13236 / D11U3 218 / AN F18 1788Archives de la Seine / D10 U3 21 n°3109, 13 mai 1842 / D10 U3 22 n°4024, 28 août 1843 / D10 U3 31 n° 13236 / D11U3 218 / AN F18 1788;plain_text
node;imprimeur_lithographe;0;10184;10184;und;0;AN F18 1788;plain_text
node;imprimeur_lithographe;0;10185;10185;und;0;AN F18 1788;plain_text
node;imprimeur_lithographe;0;10186;10186;und;0;AN F18 1788;plain_text
node;imprimeur_lithographe;0;10187;10187;und;0;AN F18 1788;plain_text
node;imprimeur_lithographe;0;10188;10188;und;0;AN F18 1789;plain_text
node;imprimeur_lithographe;0;10189;10189;und;0;AN F18 1789;plain_text
node;imprimeur_lithographe;0;10190;10190;und;0;AN F18 1789;plain_text
node;imprimeur_lithographe;0;10191;10191;und;0;AN F18 1789;plain_text
node;imprimeur_lithographe;0;10192;10192;und;0;AN F18 1790;plain_text
node;imprimeur_lithographe;0;10193;10193;und;0;AN F18 1790;plain_text
node;imprimeur_lithographe;0;10194;10194;und;0;AN F18 1790;plain_text
node;imprimeur_lithographe;0;10195;10195;und;0;AN F18 1790;plain_text
node;imprimeur_lithographe;0;10196;10196;und;0;AN F18 1790;plain_text
node;imprimeur_lithographe;0;10197;10197;und;0;AN F18 1790;plain_text
node;imprimeur_lithographe;0;10198;10198;und;0;AN F18 1790;plain_text
node;imprimeur_lithographe;0;10199;10199;und;0;AN F18 1790;plain_text
node;imprimeur_lithographe;0;10200;10200;und;0;AN F18 1790;plain_text
node;imprimeur_lithographe;0;10201;10201;und;0;AN F18 1790;plain_text
node;imprimeur_lithographe;0;10202;10202;und;0;AN F18 1790 / AP D10 U3 42 n°12095AN F18 1790 / AP D10 U3 42 n°12095AN F18 1790 / AP D10 U3 42 n°12095AN F18 1790 / AP D10 U3 42 n°12095;plain_text
node;imprimeur_lithographe;0;10203;10203;und;0;AN F18 1790;plain_text
node;imprimeur_lithographe;0;10204;10204;und;0;AN F18 1790;plain_text
node;imprimeur_lithographe;0;10205;10205;und;0;AN F18 1790;plain_text
node;imprimeur_lithographe;0;10206;10206;und;0;AN F18 1790;plain_text
node;imprimeur_lithographe;0;10207;10207;und;0;AN F18 2215;plain_text
node;imprimeur_lithographe;0;10208;10208;und;0;AN F18 1791;plain_text
node;imprimeur_lithographe;0;10209;10209;und;0;AN F18 2215;plain_text
node;imprimeur_lithographe;0;10210;10210;und;0;AN F18 1791;plain_text
node;imprimeur_lithographe;0;10211;10211;und;0;AN F18 1791;plain_text
node;imprimeur_lithographe;0;10212;10212;und;0;AN F18 1791;plain_text
node;imprimeur_lithographe;0;10213;10213;und;0;AN F18 2215;plain_text
node;imprimeur_lithographe;0;10214;10214;und;0;AN F18 2215;plain_text
node;imprimeur_lithographe;0;10215;10215;und;0;AN F18 1791;plain_text
node;imprimeur_lithographe;0;10216;10216;und;0;AN F18 1791;plain_text
node;imprimeur_lithographe;0;10217;10217;und;0;AN F18 2215;plain_text
node;imprimeur_lithographe;0;10218;10218;und;0;AN F18 1791;plain_text
node;imprimeur_lithographe;0;10219;10219;und;0;AN F18 1791;plain_text
node;imprimeur_lithographe;0;10220;10220;und;0;AN F18 1791;plain_text
node;imprimeur_lithographe;0;10221;10221;und;0;AN F181792;plain_text
node;imprimeur_lithographe;0;10222;10222;und;0;AN F181792;plain_text
node;imprimeur_lithographe;0;10223;10223;und;0;AN F18 2215;plain_text
node;imprimeur_lithographe;0;10224;10224;und;0;AN F181792;plain_text
node;imprimeur_lithographe;0;10225;10225;und;0;AN F18 1792;plain_text
node;imprimeur_lithographe;0;10226;10226;und;0;AN F181792;plain_text
node;imprimeur_lithographe;0;10227;10227;und;0;AN F18 2215;plain_text
node;imprimeur_lithographe;0;10228;10228;und;0;AN F18 1792;plain_text
node;imprimeur_lithographe;0;10229;10229;und;0;AP D10 U3 31 n° 14473 / AP D11 U3 251 / AN F18 1792 / AP D10 U3 31 n° 14473 / AP D11 U3 251 / AN F18 1792;plain_text
node;imprimeur_lithographe;0;10230;10230;und;0;AN F18 1792;plain_text
node;imprimeur_lithographe;0;10231;10231;und;0;AN F18 1792;plain_text
node;imprimeur_lithographe;0;10232;10232;und;0;AN F18 1792;plain_text
node;imprimeur_lithographe;0;10233;10233;und;0;AN F18 1793;plain_text
node;imprimeur_lithographe;0;10234;10234;und;0;AN F18 1793;plain_text
node;imprimeur_lithographe;0;10235;10235;und;0;AN F18 1793;plain_text
node;imprimeur_lithographe;0;10236;10236;und;0;AN F18 1793;plain_text
node;imprimeur_lithographe;0;10237;10237;und;0;AN F18 1793;plain_text
node;imprimeur_lithographe;0;10238;10238;und;0;AN F18 1793;plain_text
node;imprimeur_lithographe;0;10239;10239;und;0;AN F18 1793;plain_text
node;imprimeur_lithographe;0;10240;10240;und;0;AN F18 1793;plain_text
node;imprimeur_lithographe;0;10241;10241;und;0;AN F18 1793;plain_text
node;imprimeur_lithographe;0;10242;10242;und;0;AN F18 1793;plain_text
node;imprimeur_lithographe;0;10243;10243;und;0;AN F18 1793;plain_text
node;imprimeur_lithographe;0;10244;10244;und;0;AN F18 1793;plain_text
node;imprimeur_lithographe;0;10245;10245;und;0;AN F18 1793;plain_text
node;imprimeur_lithographe;0;10246;10246;und;0;AN F18 1794;plain_text
node;imprimeur_lithographe;0;10247;10247;und;0;AN F18 1794;plain_text
node;imprimeur_lithographe;0;10248;10248;und;0;AN F18 1794;plain_text
node;imprimeur_lithographe;0;10249;10249;und;0;AN F18 1794;plain_text
node;imprimeur_lithographe;0;10250;10250;und;0;AN F18 1794;plain_text
node;imprimeur_lithographe;0;10251;10251;und;0;AN F18 1794;plain_text
node;imprimeur_lithographe;0;10252;10252;und;0;AN F18 1794;plain_text
node;imprimeur_lithographe;0;10253;10253;und;0;AN F18 1794;plain_text
node;imprimeur_lithographe;0;10254;10254;und;0;AN F18 1794;plain_text
node;imprimeur_lithographe;0;10255;10255;und;0;AN F18 1794;plain_text
node;imprimeur_lithographe;0;10256;10256;und;0;AN F18 1794;plain_text
node;imprimeur_lithographe;0;10257;10257;und;0;AN F18 1794;plain_text
node;imprimeur_lithographe;0;10258;10258;und;0;AN F18 1794;plain_text
node;imprimeur_lithographe;0;10259;10259;und;0;AN F18 1794;plain_text
node;imprimeur_lithographe;0;10260;10260;und;0;AN F18 1794;plain_text
node;imprimeur_lithographe;0;10261;10261;und;0;AN F18 1794;plain_text
node;imprimeur_lithographe;0;10262;10262;und;0;AN F18 1795;plain_text
node;imprimeur_lithographe;0;10263;10263;und;0;AN F18 1795;plain_text
node;imprimeur_lithographe;0;10264;10264;und;0;AN F18 1795;plain_text
node;imprimeur_lithographe;0;10265;10265;und;0;AN F18 1795;plain_text
node;imprimeur_lithographe;0;10266;10266;und;0;AN F18 1795;plain_text
node;imprimeur_lithographe;0;10267;10267;und;0;AN F18 1795;plain_text
node;imprimeur_lithographe;0;10268;10268;und;0;AN F18 1795;plain_text
node;imprimeur_lithographe;0;10269;10269;und;0;AN F18 1795;plain_text
node;imprimeur_lithographe;0;10270;10270;und;0;AN F18 1795;plain_text
node;imprimeur_lithographe;0;10271;10271;und;0;AN F18 1795;plain_text
node;imprimeur_lithographe;0;10272;10272;und;0;AN F18 1795 / AP D10 U3 19 n°1662 / AN F18 1795 / AP D10 U3 19 n°1662;plain_text
node;imprimeur_lithographe;0;10273;10273;und;0;AN F18 1796;plain_text
node;imprimeur_lithographe;0;10274;10274;und;0;AN F18 1796;plain_text
node;imprimeur_lithographe;0;10275;10275;und;0;AN F18 1796 / AP D10 U3 24 n°5353AN F18 1796 / AP D10 U3 24 n°5353;plain_text
node;imprimeur_lithographe;0;10276;10276;und;0;AN F18 1796;plain_text
node;imprimeur_lithographe;0;10277;10277;und;0;AN F18 1796;plain_text
node;imprimeur_lithographe;0;10278;10278;und;0;AN F18 1796;plain_text
node;imprimeur_lithographe;0;10279;10279;und;0;AN F18 1796;plain_text
node;imprimeur_lithographe;0;10280;10280;und;0;AP D10 U3 35 n°19817 / AP D11 U3 379AP D10 U3 35 n°19817 / AP D11 U3 379;plain_text
node;imprimeur_lithographe;0;10281;10281;und;0;AN F18 1796 / Bibliographie de la France, tome XXXIII, 1844 p. 460AN F18 1796 / Bibliographie de la France, tome XXXIII, 1844 p. 460;plain_text
node;imprimeur_lithographe;0;10282;10282;und;0;AN F18 1796;plain_text
node;imprimeur_lithographe;0;10283;10283;und;0;AN F18 1796;plain_text
node;imprimeur_lithographe;0;10284;10284;und;0;AN F18 1796;plain_text
node;imprimeur_lithographe;0;10285;10285;und;0;AN F18 1796;plain_text
node;imprimeur_lithographe;0;10286;10286;und;0;AN F18 1796;plain_text
node;imprimeur_lithographe;0;10287;10287;und;0;AN F18 1796;plain_text
node;imprimeur_lithographe;0;10288;10288;und;0;AN F18 1796;plain_text
node;imprimeur_lithographe;0;10289;10289;und;0;AN F18 1796;plain_text
node;imprimeur_lithographe;0;10290;10290;und;0;AN F18 1797;plain_text
node;imprimeur_lithographe;0;10291;10291;und;0;AN F18 1797;plain_text
node;imprimeur_lithographe;0;10292;10292;und;0;AN F18 1797;plain_text
node;imprimeur_lithographe;0;10293;10293;und;0;AN F18 1797;plain_text
node;imprimeur_lithographe;0;10294;10294;und;0;AN F18 1797;plain_text
node;imprimeur_lithographe;0;10295;10295;und;0;AN F18 1797;plain_text
node;imprimeur_lithographe;0;10296;10296;und;0;AN F18 1797;plain_text
node;imprimeur_lithographe;0;10297;10297;und;0;AN F18 1797 / Bibliographie de la France, XXXIIIe année, 1844, n° 15, p. 176;plain_text
node;imprimeur_lithographe;0;10298;10298;und;0;AN F18 1797;plain_text
node;imprimeur_lithographe;0;10300;10300;und;0;AN F18 1797;plain_text
node;imprimeur_lithographe;0;10301;10301;und;0;AN F18 1797;plain_text
node;imprimeur_lithographe;0;10302;10302;und;0;AN F18 1798;plain_text
node;imprimeur_lithographe;0;10303;10303;und;0;AN F18 1798;plain_text
node;imprimeur_lithographe;0;10304;10304;und;0;AN F18 1798;plain_text
node;imprimeur_lithographe;0;10305;10305;und;0;AN F18 1798;plain_text
node;imprimeur_lithographe;0;10306;10306;und;0;AN F18 1798;plain_text
node;imprimeur_lithographe;0;10307;10307;und;0;AN F18 1798;plain_text
node;imprimeur_lithographe;0;10308;10308;und;0;AN F18 1798;plain_text
node;imprimeur_lithographe;0;10309;10309;und;0;AN F18 1798;plain_text
node;imprimeur_lithographe;0;10310;10310;und;0;AN F18 1799;plain_text
node;imprimeur_lithographe;0;10311;10311;und;0;AN F18 1799;plain_text
node;imprimeur_lithographe;0;10312;10312;und;0;AN F18 1799;plain_text
node;imprimeur_lithographe;0;10313;10313;und;0;AN F18 1799;plain_text
node;imprimeur_lithographe;0;10314;10314;und;0;AN F18 1799 / Almanach du Commerce, 1827 / Almanach du Commerce, 1839AN F18 1799 / Almanach du Commerce, 1827 / Almanach du Commerce, 1839;plain_text
node;imprimeur_lithographe;0;10315;10315;und;0;AN F18 1799;plain_text
node;imprimeur_lithographe;0;10316;10316;und;0;AN F18 1799;plain_text
node;imprimeur_lithographe;0;10317;10317;und;0;AN F18 1799;plain_text
node;imprimeur_lithographe;0;10318;10318;und;0;AN F18 1799;plain_text
node;imprimeur_lithographe;0;10319;10319;und;0;AN F18 1799;plain_text
node;imprimeur_lithographe;0;10320;10320;und;0;AN F18 1799;plain_text
node;imprimeur_lithographe;0;10321;10321;und;0;AN F18 1799;plain_text
node;imprimeur_lithographe;0;10322;10322;und;0;AN F18 1799;plain_text
node;imprimeur_lithographe;0;10323;10323;und;0;AN F18 1799;plain_text
node;imprimeur_lithographe;0;10324;10324;und;0;AN F18 1800;plain_text
node;imprimeur_lithographe;0;10325;10325;und;0;AN F18 1800 / Almanach du commerce, 1839;plain_text
node;imprimeur_lithographe;0;10326;10326;und;0;AN F18 1800;plain_text
node;imprimeur_lithographe;0;10327;10327;und;0;AN F18 1800;plain_text
node;imprimeur_lithographe;0;10328;10328;und;0;AN F18 1800;plain_text
node;imprimeur_lithographe;0;10329;10329;und;0;AN F18 1801;plain_text
node;imprimeur_lithographe;0;10330;10330;und;0;AN F18 1801;plain_text
node;imprimeur_lithographe;0;10331;10331;und;0;AN F18 1801;plain_text
node;imprimeur_lithographe;0;10332;10332;und;0;AN F18 1801;plain_text
node;imprimeur_lithographe;0;10333;10333;und;0;AN F18 1801;plain_text
node;imprimeur_lithographe;0;10334;10334;und;0;AN F18 1801;plain_text
node;imprimeur_lithographe;0;10335;10335;und;0;AN F18 1801;plain_text
node;imprimeur_lithographe;0;10336;10336;und;0;AN F18 1801;plain_text
node;imprimeur_lithographe;0;10337;10337;und;0;AN F18 1801;plain_text
node;imprimeur_lithographe;0;10338;10338;und;0;AN F18 1801;plain_text
node;imprimeur_lithographe;0;10339;10339;und;0;AN F18 1802;plain_text
node;imprimeur_lithographe;0;10340;10340;und;0;AN F18 1802;plain_text
node;imprimeur_lithographe;0;10341;10341;und;0;AN F18 1802;plain_text
node;imprimeur_lithographe;0;10342;10342;und;0;AN F18 1802;plain_text
node;imprimeur_lithographe;0;10343;10343;und;0;AN F18 1802;plain_text
node;imprimeur_lithographe;0;10344;10344;und;0;AN F18 1802;plain_text
node;imprimeur_lithographe;0;10345;10345;und;0;AN F18 1802;plain_text
node;imprimeur_lithographe;0;10346;10346;und;0;AN F18 1802;plain_text
node;imprimeur_lithographe;0;10347;10347;und;0;AN F18 1802;plain_text
node;imprimeur_lithographe;0;10348;10348;und;0;AN F18 1802;plain_text
node;imprimeur_lithographe;0;10349;10349;und;0;AN F18 1802;plain_text
node;imprimeur_lithographe;0;10350;10350;und;0;AN F18 1802;plain_text
node;imprimeur_lithographe;0;10351;10351;und;0;AN F18 1802;plain_text
node;imprimeur_lithographe;0;10352;10352;und;0;AN F18 1802;plain_text
node;imprimeur_lithographe;0;10353;10353;und;0;AN F18 1802;plain_text
node;imprimeur_lithographe;0;10354;10354;und;0;AN F18 1802;plain_text
node;imprimeur_lithographe;0;10355;10355;und;0;AN F18 1802;plain_text
node;imprimeur_lithographe;0;10356;10356;und;0;AN F18 1802;plain_text
node;imprimeur_lithographe;0;10357;10357;und;0;AN F18 1802;plain_text
node;imprimeur_lithographe;0;10358;10358;und;0;AN F18 1802;plain_text
node;imprimeur_lithographe;0;10359;10359;und;0;AN F18 1802;plain_text
node;imprimeur_lithographe;0;10360;10360;und;0;AN F18 1802;plain_text
node;imprimeur_lithographe;0;10361;10361;und;0;AN F18 1803;plain_text
node;imprimeur_lithographe;0;10362;10362;und;0;AN F18 1803;plain_text
node;imprimeur_lithographe;0;10363;10363;und;0;AN F18 1803;plain_text
node;imprimeur_lithographe;0;10364;10364;und;0;AN F18 1803;plain_text
node;imprimeur_lithographe;0;10365;10365;und;0;AN F18 1803;plain_text
node;imprimeur_lithographe;0;10366;10366;und;0;AN F18 1803;plain_text
node;imprimeur_lithographe;0;10367;10367;und;0;AN F18 1803;plain_text
node;imprimeur_lithographe;0;10368;10368;und;0;AN F18 1803;plain_text
node;imprimeur_lithographe;0;10369;10369;und;0;AN F18 1803;plain_text
