ID	_id_dil	label	reference_url	filename	new_filename	iiif_url	filesys_path
49	img_dil_FVx9U8DG	La Locomotive, galop brillant		La_locomotive___galop_brillant_[...]Aguilar_A_btv1b9069424j.jpeg	img_dil_FVx9U8DG.jpeg		La_locomotive___galop_brillant_[...]Aguilar_A_btv1b9069424j.jpeg
50	img_dil_uAexNkCB	Camille Saint-Saëns. Sérénade.		Sérénade___arrangée_pour_Madame_[...]Saint-Saëns_Camille_bpt6k1161983r.jpeg	img_dil_uAexNkCB.jpeg		Sérénade___arrangée_pour_Madame_[...]Saint-Saëns_Camille_bpt6k1161983r.jpeg
51	img_dil_ByY6hwKz	Les joyeuses commères de Windsor		Les_joyeuses_commères_de_Windsor_[...]Cramer_Henri_bpt6k3976390.jpeg	img_dil_ByY6hwKz.jpeg		Les_joyeuses_commères_de_Windsor_[...]Cramer_Henri_bpt6k3976390.jpeg
52	img_dil_4eIkGKgm	La Capricieuse, valse		La_capricieuse___valse_de_[...]Barlatier_Albert_btv1b9072070h.jpeg	img_dil_4eIkGKgm.jpeg		La_capricieuse___valse_de_[...]Barlatier_Albert_btv1b9072070h.jpeg
53	img_dil_lUzzHJNp	Le roi Carotte		Le_roi_Carotte___bouquet_[...]Cramer_Henri_bpt6k397720j.jpeg	img_dil_lUzzHJNp.jpeg		Le_roi_Carotte___bouquet_[...]Cramer_Henri_bpt6k397720j.jpeg
54	img_dil_O09OQqoC	Ah ! quell' scie !		export(20).jpg	img_dil_O09OQqoC.jpg		export(20).jpg
55	img_dil_CmG8l1GK	La Bataillon des dames		export(21).jpg	img_dil_CmG8l1GK.jpg		export(21).jpg
56	img_dil_kXszjBde	À la foire au pain d'épice		export(22).jpg	img_dil_kXszjBde.jpg		export(22).jpg
57	img_dil_OafpxyVu	Friquette, polka-mazurka		Friquette___polka-mazurka_des_Prés_[...]Boullard_Marius_btv1b90796411.jpeg	img_dil_OafpxyVu.jpeg		Friquette___polka-mazurka_des_Prés_[...]Boullard_Marius_btv1b90796411.jpeg
58	img_dil_s1lSlYvf	Vincenzo Bellini		Vincenzo_Bellini___Antoinette_Asselineau_Asselineau_Antoinette_btv1b84156889_1.jpg	img_dil_s1lSlYvf.jpg		Vincenzo_Bellini___Antoinette_Asselineau_Asselineau_Antoinette_btv1b84156889_1.jpg
59	img_dil_GUmgLSAu	La Revue des peintres. Frontispice.		Revue_des_peintres___[estampe]_[...]Nanteuil_Célestin_btv1b84512577.jpeg	img_dil_GUmgLSAu.jpeg		Revue_des_peintres___[estampe]_[...]Nanteuil_Célestin_btv1b84512577.jpeg
60	img_dil_ERmhmcYK	Le voleur de la montagne		Le_voleur_de_la_montagne_[...]Nanteuil_Célestin_btv1b8451260q.jpeg	img_dil_ERmhmcYK.jpeg		Le_voleur_de_la_montagne_[...]Nanteuil_Célestin_btv1b8451260q.jpeg
61	img_dil_KbNfKePd	27 juillet : première victime		export(10).jpg	img_dil_KbNfKePd.jpg		export(10)_0.jpg
62	img_dil_R3uYp0bu	Charles Plantade		Charles_Plantade___M_Alophe_Menut_Adolphe_btv1b84236189.jpeg	img_dil_R3uYp0bu.jpeg		Charles_Plantade___M_Alophe_Menut_Adolphe_btv1b84236189.jpeg
63	img_dil_QVLhNLtZ	Adolphe Nourrit		Adolphe_Nourrit___LLanta_Llanta_Jacques-François_btv1b8423204w.jpeg	img_dil_QVLhNLtZ.jpeg		Adolphe_Nourrit___LLanta_Llanta_Jacques-François_btv1b8423204w.jpeg
64	img_dil_EC4WABaZ	Carlotta Grisi		Carlotta_Grisi___Marie-Alexandre_Alophe__btv1b84206102.jpeg	img_dil_EC4WABaZ.jpeg		Carlotta_Grisi___Marie-Alexandre_Alophe__btv1b84206102.jpeg
65	img_dil_WKo6AgHS	La Caricature provisoire		Le_Mariage_de_Figaro_(Acte_[...]_btv1b8438419v.jpeg	img_dil_WKo6AgHS.jpeg		Le_Mariage_de_Figaro_(Acte_[...]_btv1b8438419v.jpeg
66	img_dil_D65X20DV	Les coulisses		Les_coulisses___[estampe]_([État_[...]Gavarni_(1804-1866)_btv1b105073246.jpeg	img_dil_D65X20DV.jpeg		Les_coulisses___[estampe]_([État_[...]Gavarni_(1804-1866)_btv1b105073246.jpeg
67	img_dil_gyCYeikC	Robert Macaire libraire		export(13).jpg	img_dil_gyCYeikC.jpg		export(13)_0.jpg
68	img_dil_cZizpvcv	Extrait du catalogue des physiologies		Physiologie_de_l'homme_à_bonnes_[...]Lemoine_Édouard_btv1b85303198.jpeg	img_dil_cZizpvcv.jpeg		Physiologie_de_l'homme_à_bonnes_[...]Lemoine_Édouard_btv1b85303198.jpeg
69	img_dil_J6RkNVKl	Physiologie du flâneur		Physiologie_du_flâneur___par_[...]Huart_Louis_bpt6k124722c.jpeg	img_dil_J6RkNVKl.jpeg		Physiologie_du_flâneur___par_[...]Huart_Louis_bpt6k124722c.jpeg
70	img_dil_nIezT8QU	Catalogue de la librairie Aubert, 1842		Physiologie_de_la_femme_la_[...]Lemoine_Édouard_bpt6k134425t.jpeg	img_dil_nIezT8QU.jpeg		Physiologie_de_la_femme_la_[...]Lemoine_Édouard_bpt6k134425t.jpeg
71	img_dil_qZ2hrP81	Catalogue de la librairie Aubert, 1842		Physiologie_de_la_femme_la_[...]Lemoine_Édouard_bpt6k134425t(1).jpeg	img_dil_qZ2hrP81.jpeg		Physiologie_de_la_femme_la_[...]Lemoine_Édouard_bpt6k134425t(1).jpeg
72	img_dil_Ml6Oj7la	Musée Philipon : La reine du chiffre		La_reine_de_chiffre_ou_[...]Lorentz_Alcide-Joseph_btv1b531176851.jpeg	img_dil_Ml6Oj7la.jpeg		La_reine_de_chiffre_ou_[...]Lorentz_Alcide-Joseph_btv1b531176851.jpeg
73	img_dil_qu92f3ta	Comic Almanack		export(7).jpg	img_dil_qu92f3ta.jpg		export(7)_0.jpg
74	img_dil_7T9TduqX	Parodie du Juif errant		export(14).jpg	img_dil_7T9TduqX.jpg		export(14).jpg
75	img_dil_WHhqLFFs	Le Peuple a vaincu, ces Messieurs partagent		export(9).jpg	img_dil_WHhqLFFs.jpg		export(9).jpg
76	img_dil_3akxX2gm	Félix Pyat		Félix_Pyat_aux_yeux_du_[...]Benjamin_(1811-1847)_btv1b530153062.jpeg	img_dil_3akxX2gm.jpeg		Félix_Pyat_aux_yeux_du_[...]Benjamin_(1811-1847)_btv1b530153062.jpeg
77	img_dil_7jEqPBsY	Panthéon charivarique, Honoré de Balzac		Honoré_de_Balzac___[lithogr_[...]Benjamin_(1811-1847)_btv1b84542419.jpeg	img_dil_7jEqPBsY.jpeg		Honoré_de_Balzac___[lithogr_[...]Benjamin_(1811-1847)_btv1b84542419.jpeg
78	img_dil_MpFIMYLg	Panthéon Charivarique, Victor Hugo		export(15).jpg	img_dil_MpFIMYLg.jpg		export(15).jpg
79	img_dil_4h1pYoWD	Panthéon charivarique, Charles Philipon		Panthéon_charivarique___[estampe]___[...]Benjamin_Roubaud_btv1b10507320d.jpeg	img_dil_4h1pYoWD.jpeg		Panthéon_charivarique___[estampe]___[...]Benjamin_Roubaud_btv1b10507320d.jpeg
80	img_dil_sBZmOkiL	Ah! petit polisson...		export(17).jpg	img_dil_sBZmOkiL.jpg		export(17).jpg
81	img_dil_KPeffCoF	Abécédaire illustré		Abécédaire_illustré_par_E_Forest__bpt6k5440276w_1.jpg	img_dil_KPeffCoF.jpg		Abécédaire_illustré_par_E_Forest__bpt6k5440276w_1.jpg
82	img_dil_YsfzBbod	Carte d'électeur de Gabriel Aubert  [A. N.]		aubert3.JPG	img_dil_YsfzBbod.jpg		aubert3.JPG
83	img_dil_Lj0bMDK3	Nouvel abécédaire illustré par MM. Daumier...		Nouvel_abécédaire_illustré_par_MM_[...]_bpt6k5431476m_43.jpeg	img_dil_Lj0bMDK3.jpeg		Nouvel_abécédaire_illustré_par_MM_[...]_bpt6k5431476m_43.jpeg
84	img_dil_fwveOOtD	Les fleurs naturelles		export(3).jpg	img_dil_fwveOOtD.jpg		export(3)_0.jpg
85	img_dil_3Ps3SaAu	Les travaux d'Hercule par G. Doré		export(4).jpg	img_dil_3Ps3SaAu.jpg		export(4)_0.jpg
86	img_dil_xPu41Ino	Cham, Études sociales		export(5).jpg	img_dil_xPu41Ino.jpg		export(5).jpg
87	img_dil_3Em1QDD9	Le Charivari. Ce qu'on appelle les idées nouvelles...		export(10).jpg	img_dil_3Em1QDD9.jpg		export(10).jpg
88	img_dil_9HOKBO1q	Éteint !!!		export(11).jpg	img_dil_9HOKBO1q.jpg		export(11).jpg
89	img_dil_x4COZtiM	Barricade de la rue Saint-Martin		export(7).jpg	img_dil_x4COZtiM.jpg		export(7).jpg
90	img_dil_nY84yjfP	Attaque de la barricade de la porte Saint-Denis		export(3).jpg	img_dil_nY84yjfP.jpg		export(3)_1.jpg
91	img_dil_Q0kg0Fkb	Un ange déchu		export(6).jpg	img_dil_Q0kg0Fkb.jpg		export(6)_0.jpg
92	img_dil_cwqjK1gc	Ledru banqueteur...		export(4).jpg	img_dil_cwqjK1gc.jpg		export(4)_1.jpg
93	img_dil_IhP9sCxK	Le jugement de Pâris		export(5).jpg	img_dil_IhP9sCxK.jpg		export(5)_0.jpg
94	img_dil_j697xao4	Les représentants représentés : Schoelcher		export(3).jpg	img_dil_j697xao4.jpg		export(3)_2.jpg
95	img_dil_6EVPsfZc	Les représentants représentés : Hugo		export(4).jpg	img_dil_6EVPsfZc.jpg		export(4)_2.jpg
96	img_dil_ASlysSXB	Actualités. Candidature romantico-politique...		export(6).jpg	img_dil_ASlysSXB.jpg		export(6)_1.jpg
97	img_dil_lXOaWEll	Fête funéraire...		export(5).jpg	img_dil_lXOaWEll.jpg		export(5)_1.jpg
98	img_dil_xHtZMDac	Bibliothèque pour rire. Le flâneur		Le_flâneur___par_Louis_[...]Huart_Louis_bpt6k57306848.jpeg	img_dil_xHtZMDac.jpeg		Le_flâneur___par_Louis_[...]Huart_Louis_bpt6k57306848.jpeg
99	img_dil_Jq3ZfPfE	Encyclopédie des dames. Prospectus.		Encyclopédie_des_dames_renfermant_les_[...]Rouget_de_bpt6k62630824.jpeg	img_dil_Jq3ZfPfE.jpeg		Encyclopédie_des_dames_renfermant_les_[...]Rouget_de_bpt6k62630824.jpeg
100	img_dil_XmqV4bDE	Les Drôleries alphabétiques		Les_Droleries_alphabétiques__bpt6k5807828x_2.jpg	img_dil_XmqV4bDE.jpg		Les_Droleries_alphabétiques__bpt6k5807828x_2.jpg
101	img_dil_2tyVii3Q	Le caractère des animaux. Couverture.		Conversations_amicales_sur_le_caractère_[...]_bpt6k65098429_1.jpeg	img_dil_2tyVii3Q.jpeg		Conversations_amicales_sur_le_caractère_[...]_bpt6k65098429_1.jpeg
102	img_dil_O6kliUMY	Avis à MM. les porteurs d'eau		Avis_à_MM_les_porteurs_[...]Soulenq_Auteur_bpt6k5611543h.jpeg	img_dil_O6kliUMY.jpeg		Avis_à_MM_les_porteurs_[...]Soulenq_Auteur_bpt6k5611543h.jpeg
103	img_dil_lTN00HLn	Lettre d'invitation		export(19).jpg	img_dil_lTN00HLn.jpg		export(19).jpg
104	img_dil_U77ul0Rr	Au Peuple		Au_Peuple_Qui_se_ressemble_[...]_btv1b53017338w.jpeg	img_dil_U77ul0Rr.jpeg		Au_Peuple_Qui_se_ressemble_[...]_btv1b53017338w.jpeg
105	img_dil_88C28f3I	Carte publicitaire  [Coll. particulière]		IMG_0385.jpg	img_dil_88C28f3I.jpg		IMG_0385.jpg
106	img_dil_otAAX0B6	Le petit Noël. Couverture.		badoureauPNG.PNG	img_dil_otAAX0B6.png		badoureauPNG.PNG
107	img_dil_M1z1FwvP	A. Mabru, fabricant d'encres		A_Mabru_fabricant_d'ancres_pour_[...]Badoureau_S_btv1b10213634v.jpeg	img_dil_M1z1FwvP.jpeg		A_Mabru_fabricant_d'ancres_pour_[...]Badoureau_S_btv1b10213634v.jpeg
108	img_dil_FX20yYvE	Bon pour voie de terre		export(30).jpg	img_dil_FX20yYvE.jpg		export(30).jpg
109	img_dil_ZwTuQ2Xh	Fiche de renseignements		export(26).jpg	img_dil_ZwTuQ2Xh.jpg		export(26)_1.jpg
110	img_dil_KHQIUBDy	Exemple d'étiquette anglaise  [A. N. F/18/1730]		bardon.JPG	img_dil_KHQIUBDy.jpg		bardon.JPG
111	img_dil_VF4lk5iy	Carte de la guerre d'Orient		Guerre_d'Orient__btv1b53136096w.jpeg	img_dil_VF4lk5iy.jpeg		Guerre_d'Orient__btv1b53136096w.jpeg
112	img_dil_aLFp9PY8	L'Écrin, 1er décembre 1863		export(7).jpg	img_dil_aLFp9PY8.jpg		export(7)_2.jpg
113	img_dil_c20Ca2Lz	L'Écrin, 15 août 1863		export(8).jpg	img_dil_c20Ca2Lz.jpg		export(8)_2.jpg
114	img_dil_UuDsxnms	Société des Moyabambines		export(28).jpg	img_dil_UuDsxnms.jpg		export(28)_0.jpg
115	img_dil_EuUoYolh	Les conférences du foyer		export(27).jpg	img_dil_EuUoYolh.jpg		export(27)_0.jpg
116	img_dil_grD72dq2	L'Union des arts et métiers		export(6).jpg	img_dil_grD72dq2.jpg		export(6)_4.jpg
117	img_dil_pOXFSmAU	Les damnés de Paris		export(7).jpg	img_dil_pOXFSmAU.jpg		export(7)_3.jpg
118	img_dil_tohoqqdf	Les misères des enfants trouvés		export(8).jpg	img_dil_tohoqqdf.jpg		export(8)_3.jpg
119	img_dil_cAiPZ1f3	L'omnibus publie Fleur de Marie		export(10).jpg	img_dil_cAiPZ1f3.jpg		export(10)_4.jpg
120	img_dil_geUDSCzO	Histoire nationale illustrée		Histoire_nationale_illustrée_de_la_[...]Gerlier_J_btv1b53015795v.jpeg	img_dil_geUDSCzO.jpeg		Histoire_nationale_illustrée_de_la_[...]Gerlier_J_btv1b53015795v.jpeg
121	img_dil_aqLmsxbz	Éducation et instruction		export(12).jpg	img_dil_aqLmsxbz.jpg		export(12)_2.jpg
122	img_dil_EJi1ybIT	Les joyeux conteurs		Les_joyeux_conteurs_la_reine_[...]Gerlier_J_btv1b53015688d.jpeg	img_dil_EJi1ybIT.jpeg		Les_joyeux_conteurs_la_reine_[...]Gerlier_J_btv1b53015688d.jpeg
123	img_dil_KvJBWehZ	Les Beaux-Arts illustrés		Les_Beaux-Arts_illustrés___peinture_[...]Gerlier_J_btv1b53015738q.jpeg	img_dil_KvJBWehZ.jpeg		Les_Beaux-Arts_illustrés___peinture_[...]Gerlier_J_btv1b53015738q.jpeg
124	img_dil_exWQBC87	Plon Plon, un général de cabinet		export(6).jpg	img_dil_exWQBC87.jpg		export(6)_5.jpg
125	img_dil_QLEh17EY	Maître Ollivier		export(7).jpg	img_dil_QLEh17EY.jpg		export(7)_4.jpg
126	img_dil_XlaVCBFR	Grand arrivage de laids		export(8).jpg	img_dil_XlaVCBFR.jpg		export(8)_4.jpg
127	img_dil_Hiee7zfW	Théâtre de la Petite Provence		Théâtre_de_la_petite_Provence_[...]_btv1b53117697b.jpeg	img_dil_Hiee7zfW.jpeg		Théâtre_de_la_petite_Provence_[...]_btv1b53117697b.jpeg
128	img_dil_NDQhL1HN	Dock du campement		Dock_du_campement_et_des_[...]_bpt6k164792r.jpeg	img_dil_NDQhL1HN.jpeg		Dock_du_campement_et_des_[...]_bpt6k164792r.jpeg
129	img_dil_pDuAL9h8	Notre Dame de Paris par Victor Hugo. 1876.		Notre_Dame_de_Paris_par_[...]_btv1b9008650r_1.jpg	img_dil_pDuAL9h8.jpg		Notre_Dame_de_Paris_par_[...]_btv1b9008650r_1_0.jpg
130	img_dil_ZIAPkxkM	Au Grand Marché parisien. 1875.		[Trois]_3_rue_Turbigo_vastes_[...]_btv1b90050033_1.jpg	img_dil_ZIAPkxkM.jpg		[Trois]_3_rue_Turbigo_vastes_[...]_btv1b90050033_1_0.jpg
131	img_dil_TVxhj3MG	Au Pauvre Diable. 1876		Au_Pauvre_Diable_Paris_Robes_[...]_btv1b9005005x_1.jpg	img_dil_TVxhj3MG.jpg		Au_Pauvre_Diable_Paris_Robes_[...]_btv1b9005005x_1_0.jpg
132	img_dil_8YjCqUNi	Schloesing frères . Engrais. 1883.		Schloesing_frères_Marseille_Engrais_ _[...]_btv1b9004935v_1.jpg	img_dil_8YjCqUNi.jpg		Schloesing_frères_Marseille_Engrais_ _[...]_btv1b9004935v_1_0.jpg
133	img_dil_HUV1OMvw	Prospectus [A. N.]		baudet.JPG	img_dil_HUV1OMvw.jpg		baudet.JPG
134	img_dil_aCqkW5U8	Victor Considerant		export(13).jpg	img_dil_aCqkW5U8.jpg		export(13)_4.jpg
135	img_dil_AbeG4xWr	Félix Pyat		export(14).jpg	img_dil_AbeG4xWr.jpg		export(14)_2.jpg
136	img_dil_KPpHVnxB	Cortège funèbre de Mgr le duc d'Orléans		Cortège_funèbre_de_M_gr_[...]_btv1b53012353r.jpeg	img_dil_KPpHVnxB.jpeg		Cortège_funèbre_de_M_gr_[...]_btv1b53012353r.jpeg
137	img_dil_HT1VxIz8	La duchesse de Téba. Impératrice des Français		La_Duchesse_de_Téba_Comtesse_[...]Baugean_Alexandre_btv1b53019899d.jpeg	img_dil_HT1VxIz8.jpeg		La_Duchesse_de_Téba_Comtesse_[...]Baugean_Alexandre_btv1b53019899d.jpeg
138	img_dil_vLzfTIrS	La Bourse		export(10).jpg	img_dil_vLzfTIrS.jpg		export(10)_5.jpg
139	img_dil_dzfl8gjV	Au bord de l'eau. Couverture de Bertauts.		Au_bord_de_l'eau___[...]Crémon-Pallas_M_bpt6k397867w.jpeg	img_dil_dzfl8gjV.jpeg		Au_bord_de_l'eau___[...]Crémon-Pallas_M_bpt6k397867w.jpeg
140	img_dil_EHA0dUmz	Lucia-Walzer		Lucia-Walzer___grande_valse_pour_[...]Aznavour_J_btv1b9070797z.jpeg	img_dil_EHA0dUmz.jpeg		Lucia-Walzer___grande_valse_pour_[...]Aznavour_J_btv1b9070797z.jpeg
141	img_dil_psdXy9cw	Bersaglieri-polka		Bersaglieri-polka___[pour_piano]___[...]Coédès_Auguste_bpt6k396363j.jpeg	img_dil_psdXy9cw.jpeg		Bersaglieri-polka___[pour_piano]___[...]Coédès_Auguste_bpt6k396363j.jpeg
142	img_dil_JUjpX566	Zina, valse pour piano		Zina___valse_pour_piano_[...]Coédès_Auguste_bpt6k396364x.jpeg	img_dil_JUjpX566.jpeg		Zina___valse_pour_piano_[...]Coédès_Auguste_bpt6k396364x.jpeg
143	img_dil_gNiPQGce	Adieux de Titi aux Barrières		export(12).jpg	img_dil_gNiPQGce.jpg		export(12)_3.jpg
